Iteration,Value
852,-5.533128579449981
853,-5.5310292540905355
854,-5.531866940701278
855,-5.5327026539631134
856,-5.530611239076098
857,-5.5314464638245395
858,-5.537501841086042
859,-5.5383270294317795
860,-5.536238824479283
861,-5.542267349702845
862,-5.540179420555996
863,-5.5380963640559315
864,-5.536018163165424
865,-5.536839314896314
866,-5.534767408716202
867,-5.532700315326287
868,-5.53063801797672
869,-5.528580499995288
870,-5.52652774478696
871,-5.524479735833449
872,-5.5224364566927635
873,-5.528397461806872
874,-5.526354377173454
875,-5.532297154519198
876,-5.530254284226647
877,-5.531070740272311
878,-5.531885323712365
879,-5.529849945334688
880,-5.527819224573435
881,-5.525793145459637
882,-5.523771692097241
883,-5.521754848662694
884,-5.522574475828226
885,-5.5205635833642575
886,-5.521382701451343
887,-5.527250176126909
888,-5.528059855632434
889,-5.526051860325942
890,-5.524048407995257
891,-5.52204948324046
892,-5.52005507073116
893,-5.525884352377038
894,-5.523890113241478
895,-5.521900360583164
896,-5.519915079279138
897,-5.517934254274335
898,-5.515957870581203
899,-5.5139859132793205
900,-5.512018367515026
901,-5.5100552185010425
902,-5.508096451516108
903,-5.506142051904607
904,-5.506960810755493
905,-5.50777774811839
906,-5.505830217287148
907,-5.506646596069293
908,-5.507461164698928
909,-5.505520454660502
910,-5.503584038228356
911,-5.50165190116954
912,-5.499724029313944
913,-5.4978004085539505
914,-5.498619337068759
915,-5.50433111765573
916,-5.502408775768196
917,-5.508103857123692
918,-5.513786449265689
919,-5.514583383603843
920,-5.520246451992269
921,-5.518317220897195
922,-5.516392202097089
923,-5.514471381811269
924,-5.5125547463191005
925,-5.510642281959667
926,-5.50873397513145
927,-5.514360352889858
928,-5.515148885587374
929,-5.5132418987124145
930,-5.511339039514674
931,-5.50944029460709
932,-5.507545650660431
933,-5.505655094402976
934,-5.503768612620214
935,-5.50188619215453
936,-5.507465484303423
937,-5.508253800109757
938,-5.506372626504489
939,-5.511929170195937
940,-5.510048089713928
941,-5.510830270901399
942,-5.508954383859838
943,-5.5070825008461135
944,-5.507865341996597
945,-5.505998605743139
946,-5.504135841268944
947,-5.502277035911591
948,-5.500422177062428
949,-5.501207930321111
950,-5.501992018848313
951,-5.507482638818447
952,-5.512961650712533
953,-5.5111053026125205
954,-5.516568934034475
955,-5.51471269701231
956,-5.51547761785756
957,-5.513626432139519
958,-5.511779135467104
959,-5.509935715597779
960,-5.508096160340338
961,-5.50886400467506
962,-5.507029418896112
963,-5.505198667152229
964,-5.503371737437038
965,-5.5015486177942465
966,-5.499729296317377
967,-5.497913761149513
968,-5.49868660287389
969,-5.496875921043284
970,-5.495068995813986
971,-5.500452994668712
972,-5.49864610751067
973,-5.4968429574511966
974,-5.495043532908375
975,-5.493247822348098
976,-5.491455814283822
977,-5.496810265443803
978,-5.497576291405281
979,-5.495785359964987
980,-5.501118873856836
981,-5.501878123729803
982,-5.500088289586637
983,-5.50084704005789
984,-5.499061920385029
985,-5.497280447534789
986,-5.502579781660391
987,-5.503332898600595
988,-5.501552518866786
989,-5.499775761472212
990,-5.500529431938196
991,-5.501281572108817
992,-5.499510495463676
993,-5.497743007626327
994,-5.4984956842380415
995,-5.496732796791896
996,-5.501979155472536
997,-5.502725278928164
998,-5.503469898102631
999,-5.504213017540595
1000,-5.504954641768421
